Total DV: 13944.823
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
    10       207061920.00      75648076068.3    -128429091313.9       1867077325.9    26084.775    15367.548      280.308     644.57    3475.42  1376
    11       215745120.00     118195322552.1      95377993025.2        696066166.0   -18256.088    23103.525     -391.382     337.40    3812.82  1253
    12       221464800.00     -32855661143.8     151470034322.5      -1586576812.1   -28758.479    -5530.116     -307.718     433.97    4246.79   954
    13       230009760.00    -155839197414.0     -31989338266.4       -581718666.9     5739.370   -27914.334      290.612     212.56    4459.35  1090
    14       235332000.00     -62175215743.8    -144323155771.4        871325829.0    26750.836   -10812.357      236.596      28.25    4487.60  1022
    15       245397600.00     153656256022.7      -8454420141.2        760431550.5     1891.782    29627.693     -227.903     230.34    4717.93   752
    16       248680800.00     132089481510.9      82373824723.1      -1024634808.8   -14964.074    24560.721     -518.484     830.88    5548.82   151
    17       253398240.00      21525787383.1     154867258095.4      -2084542887.2   -28653.200     3955.158      -73.603     340.15    5888.96   958
    18       264016800.00    -144294189089.9     -43799146906.1        331899400.3     9369.262   -28298.332      405.700     209.24    6098.20  1337
    19       270781920.00      14694549866.8    -151329551970.8       4306435650.5    30087.011     1721.129      137.276     736.09    6834.29  1365
    20       277426080.00     160517289815.1     -39195287487.6       1349023100.6     8781.741    26739.021     -743.958     408.04    7242.33   800
    21       286135200.00      79652477467.7     156944871502.0      -8146847081.8   -23468.281    11443.515     -482.771     770.55    8012.88  1356
    22       293738400.00    -107482607067.5     121112760362.1      -3313437061.7   -19149.776   -20936.907     1236.828     428.78    8441.67  1245
    23       301039200.00    -116990459888.5     -81962029956.4       4911672208.6    19373.401   -25358.558      737.821     176.52    8618.19  1329
    24       304711200.00     -17583345682.1    -140591226580.2       4627914139.8    31756.332    -4971.916     -507.831     462.77    9080.96   666
    25       309152160.00     112299284337.9    -102606846589.7        333909497.6    22742.558    19997.146    -1150.603     226.98    9307.93   926
    26       314690400.00     165591440856.1      40312058660.4      -6491694158.3    -3569.158    26865.362     -870.966     299.55    9607.49   735
    27       326052000.00     -54057215208.9     169109125759.1      -5925238424.6   -24145.011    -9691.020     1114.850     232.17    9839.66  1083
    28       334787040.00    -150705095531.1     -32202190283.7       4750454717.5     8812.736   -28932.821     1023.554     267.84   10107.50   234
    29       338268960.00     -87955273924.6    -118615704093.1       7958824860.4    25883.186   -18323.705      423.500     451.41   10558.91   815
    30       348308640.00     169554218226.7     -47233755516.5      -1298090540.7    11278.832    24860.124    -1511.804     450.18   11009.08   987
    31       350710560.00     183618716682.3      15472233568.6      -3019784619.8     1041.067    26268.206     -651.363    1028.63   12037.71   132
    32       353147040.00     175630510213.4      78259335265.1      -3869163277.7    -7545.186    24410.766     -262.997     498.72   12536.43   833
    33       361035360.00      40727077485.1     197841444217.1      -1746237372.2   -23315.202     4172.916      444.835     586.50   13122.93   222
    34       362737440.00        479457691.9     200064431786.7      -1059624453.6   -23839.997    -1484.446      421.423     137.52   13260.45   939
    35       368284320.00    -117073615231.8     141478623094.7       3265214514.7   -16766.873   -19552.354      675.244     676.89   13937.34  1293
    36       376241760.00    -126527364979.5     -73009608077.7       3485675627.1    18988.875   -26138.961     -530.215     276.43   14213.77   709
    37       381780000.00      33606700621.7    -139145552587.0      -3312806328.0    32258.222     5288.198    -1089.309     579.97   14793.74  1238
    38       385668000.00     136362601758.7     -79146657214.1      -5681263113.3    18730.132    23208.502     -235.527     188.88   14982.62  1379
    39       392234400.00     161487396981.0      89320978600.0      -3295663892.9    -9574.705    23318.719      731.954     201.85   15184.47   248
    40       399492000.00      30176578274.5     183068949203.2        213615495.3   -23978.317     1089.939      560.908    1165.53   16350.00  1118
    41       406464480.00    -122335721327.8      94027933526.1        711194476.1   -13413.634   -26664.957        8.239     732.12   17082.11   475
    42       413307360.00     -75605537318.0    -108699841310.3      -1347684745.8    27848.756   -20451.699     -151.687     465.78   17547.89   651
    43       418586400.00      83161245466.7    -120796107563.0        951835211.2    26574.893    14274.856      420.878    1492.97   19040.86   970
    44       423260640.00     158018976806.0     -15078913948.8       2926292001.8     4320.147    27303.013      224.447     243.08   19283.95   743
    45       428245920.00     118619120450.3     110294096249.0       4462509712.7   -18929.279    19552.212      -19.910     422.51   19706.45  1100
    46       434950560.00     -55324480643.9     139629557370.1       1932506406.3   -26381.606   -13334.798     -757.309     154.60   19861.05   555
    47       439158240.00    -130539088384.4      35634601574.0       1930576680.1    -6188.640   -32375.441     -213.295    1599.17   21460.23  1385
    48       443115360.00     -98660336934.3     -88666924368.5       2848672595.9    21492.739   -25751.483      -78.842     725.78   22186.01  1173
    49       452584800.00     147606988401.7     -66846831457.4      -1596492632.0    13759.875    23811.691     -550.214    3981.44   26167.45   366
Total DV: 26167.447   Mass: 616.325
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV    ID
     0       142853760.00      50979673831.1    -143280741513.6          2144020.0    27580.303     9873.562       -0.186       0.00       0.00    -3
     1       147627360.00     144318270036.4     -52314783194.9        301908514.8     9039.447    26882.050       44.164       0.00       0.00  1057
     2       153658080.00      96155296789.2     106300714699.3       1255123702.9   -24027.269    18771.640       24.864     246.81     246.81  1125
     3       159317280.00     -73014832145.7     117542032440.9       1151800357.8   -27576.589   -16481.281     -211.274     638.55     885.36  1328
     4       168562080.00     -91208587605.3    -123518531617.7      -1310437626.3    22197.032   -18442.654     -174.320     164.72    1050.08  1181
     5       178117920.00     137610343677.3     -74220748458.7        724245208.1    12383.280    25565.903      220.208     276.51    1326.60   937
     6       181133280.00     151841401109.8      11298288721.1        940447214.7    -3620.717    29332.668       22.458     384.14    1710.73  1077
     7       189972000.00     -47075761362.3     139501626735.1       -315365052.7   -29294.902    -9185.161     -180.276     167.89    1878.62  1289
     8       199061280.00    -132286609194.6     -75797921131.2        -84592382.3    14596.138   -25047.403       66.584     795.52    2674.14  1000
     9       202456800.00     -58109642419.6    -139150649612.9         14862118.8    27436.124   -10725.028       30.541     156.72    2830.86   601
    10       207061920.00      75648076068.3    -128429091313.9       1867077325.9    26084.775    15367.548      280.308     644.57    3475.42  1376
    11       215745120.00     118195322552.1      95377993025.2        696066166.0   -18256.088    23103.525     -391.382     337.40    3812.82  1253
    12       221464800.00     -32855661143.8     151470034322.5      -1586576812.1   -28758.479    -5530.116     -307.718     433.97    4246.79   954
    13       230009760.00    -155839197414.0     -31989338266.4       -581718666.9     5739.370   -27914.334      290.612     212.56    4459.35  1090
    14       235332000.00     -62175215743.8    -144323155771.4        871325829.0    26750.836   -10812.357      236.596      28.25    4487.60  1022
    15       245397600.00     153656256022.7      -8454420141.2        760431550.5     1891.782    29627.693     -227.903     230.34    4717.93   752
    16       248680800.00     132089481510.9      82373824723.1      -1024634808.8   -14964.074    24560.721     -518.484     830.88    5548.82   151
    17       253398240.00      21525787383.1     154867258095.4      -2084542887.2   -28653.200     3955.158      -73.603     340.15    5888.96   958
    18       264016800.00    -144294189089.9     -43799146906.1        331899400.3     9369.262   -28298.332      405.700     209.24    6098.20  1337
    19       270781920.00      14694549866.8    -151329551970.8       4306435650.5    30087.011     1721.129      137.276     736.09    6834.29  1365
    20       277426080.00     160517289815.1     -39195287487.6       1349023100.6     8781.741    26739.021     -743.958     408.04    7242.33   800
    21       286135200.00      79652477467.7     156944871502.0      -8146847081.8   -23468.281    11443.515     -482.771     770.55    8012.88  1356
    22       293738400.00    -107482607067.5     121112760362.1      -3313437061.7   -19149.776   -20936.907     1236.828     428.78    8441.67  1245
    23       301039200.00    -116990459888.5     -81962029956.4       4911672208.6    19373.401   -25358.558      737.821     176.52    8618.19  1329
    24       304711200.00     -17583345682.1    -140591226580.2       4627914139.8    31756.332    -4971.916     -507.831     462.77    9080.96   666
    25       309152160.00     112299284337.9    -102606846589.7        333909497.6    22742.558    19997.146    -1150.603     226.98    9307.93   926
    26       314690400.00     165591440856.1      40312058660.4      -6491694158.3    -3569.158    26865.362     -870.966     299.55    9607.49   735
    27       326052000.00     -54057215208.9     169109125759.1      -5925238424.6   -24145.011    -9691.020     1114.850     232.17    9839.66  1083
    28       334787040.00    -150705095531.1     -32202190283.7       4750454717.5     8812.736   -28932.821     1023.554     267.84   10107.50   234
    29       338268960.00     -87955273924.6    -118615704093.1       7958824860.4    25883.186   -18323.705      423.500     451.41   10558.91   815
    30       348308640.00     169554218226.7     -47233755516.5      -1298090540.7    11278.832    24860.124    -1511.804     450.18   11009.08   987
    31       350710560.00     183618716682.3      15472233568.6      -3019784619.8     1041.067    26268.206     -651.363    1028.63   12037.71   132
    32       353147040.00     175630510213.4      78259335265.1      -3869163277.7    -7545.186    24410.766     -262.997     498.72   12536.43   833
    33       361035360.00      40727077485.1     197841444217.1      -1746237372.2   -23315.202     4172.916      444.835     586.50   13122.93   222
    34       362737440.00        479457691.9     200064431786.7      -1059624453.6   -23839.997    -1484.446      421.423     137.52   13260.45   939
    35       368284320.00    -117073615231.8     141478623094.7       3265214514.7   -16766.873   -19552.354      675.244     676.89   13937.34  1293
    36       376241760.00    -126527364979.5     -73009608077.7       3485675627.1    18988.875   -26138.961     -530.215     276.43   14213.77   709
    37       381780000.00      33606700621.7    -139145552587.0      -3312806328.0    32258.222     5288.198    -1089.309     579.97   14793.74  1238
    38       385668000.00     136362601758.7     -79146657214.1      -5681263113.3    18730.132    23208.502     -235.527     188.88   14982.62  1379
    39       392234400.00     161487396981.0      89320978600.0      -3295663892.9    -9574.705    23318.719      731.954     201.85   15184.47   248
    40       399492000.00      30176578274.5     183068949203.2        213615495.3   -23978.317     1089.939      560.908    1165.53   16350.00  1118
    41       406464480.00    -122335721327.8      94027933526.1        711194476.1   -13413.634   -26664.957        8.239     732.12   17082.11   475
    42       413307360.00     -75605537318.0    -108699841310.3      -1347684745.8    27848.756   -20451.699     -151.687     465.78   17547.89   651
    43       418586400.00      83161245466.7    -120796107563.0        951835211.2    26574.893    14274.856      420.878    1492.97   19040.86   970
    44       423260640.00     158018976806.0     -15078913948.8       2926292001.8     4320.147    27303.013      224.447     243.08   19283.95   743
    45       428245920.00     118619120450.3     110294096249.0       4462509712.7   -18929.279    19552.212      -19.910     422.51   19706.45  1100
    46       434950560.00     -55324480643.9     139629557370.1       1932506406.3   -26381.606   -13334.798     -757.309     154.60   19861.05   555
    47       439158240.00    -130539088384.4      35634601574.0       1930576680.1    -6188.640   -32375.441     -213.295    1599.17   21460.23  1385
    48       443115360.00     -98660336934.3     -88666924368.5       2848672595.9    21492.739   -25751.483      -78.842     725.78   22186.01  1173
    49       452584800.00     147606988401.7     -66846831457.4      -1596492632.0    13759.875    23811.691     -550.214    3981.44   26167.45   366
Total DV: 26167.447   Mass: 616.325
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV   MASS(kg)    ID
     0       142853760.00      50979673831.1    -143280741513.6          2144020.0    27580.303     9873.562       -0.186       0.00       0.00    1500.00    -3
     1       147627360.00     144318270036.4     -52314783194.9        301908514.8     9039.447    26882.050       44.164       0.00       0.00    1500.00  1057
     2       153658080.00      96155296789.2     106300714699.3       1255123702.9   -24027.269    18771.640       24.864     246.81     246.81    1487.47  1125
     3       159317280.00     -73014832145.7     117542032440.9       1151800357.8   -27576.589   -16481.281     -211.274     638.55     885.36    1455.53  1328
     4       168562080.00     -91208587605.3    -123518531617.7      -1310437626.3    22197.032   -18442.654     -174.320     164.72    1050.08    1447.40  1181
     5       178117920.00     137610343677.3     -74220748458.7        724245208.1    12383.280    25565.903      220.208     276.51    1326.60    1433.86   937
     6       181133280.00     151841401109.8      11298288721.1        940447214.7    -3620.717    29332.668       22.458     384.14    1710.73    1415.26  1077
     7       189972000.00     -47075761362.3     139501626735.1       -315365052.7   -29294.902    -9185.161     -180.276     167.89    1878.62    1407.21  1289
     8       199061280.00    -132286609194.6     -75797921131.2        -84592382.3    14596.138   -25047.403       66.584     795.52    2674.14    1369.67  1000
     9       202456800.00     -58109642419.6    -139150649612.9         14862118.8    27436.124   -10725.028       30.541     156.72    2830.86    1362.39   601
    10       207061920.00      75648076068.3    -128429091313.9       1867077325.9    26084.775    15367.548      280.308     644.57    3475.42    1332.87  1376
    11       215745120.00     118195322552.1      95377993025.2        696066166.0   -18256.088    23103.525     -391.382     337.40    3812.82    1317.67  1253
    12       221464800.00     -32855661143.8     151470034322.5      -1586576812.1   -28758.479    -5530.116     -307.718     433.97    4246.79    1298.38   954
    13       230009760.00    -155839197414.0     -31989338266.4       -581718666.9     5739.370   -27914.334      290.612     212.56    4459.35    1289.03  1090
    14       235332000.00     -62175215743.8    -144323155771.4        871325829.0    26750.836   -10812.357      236.596      28.25    4487.60    1287.79  1022
    15       245397600.00     153656256022.7      -8454420141.2        760431550.5     1891.782    29627.693     -227.903     230.34    4717.93    1277.75   752
    16       248680800.00     132089481510.9      82373824723.1      -1024634808.8   -14964.074    24560.721     -518.484     830.88    5548.82    1242.17   151
    17       253398240.00      21525787383.1     154867258095.4      -2084542887.2   -28653.200     3955.158      -73.603     340.15    5888.96    1227.89   958
    18       264016800.00    -144294189089.9     -43799146906.1        331899400.3     9369.262   -28298.332      405.700     209.24    6098.20    1219.19  1337
    19       270781920.00      14694549866.8    -151329551970.8       4306435650.5    30087.011     1721.129      137.276     736.09    6834.29    1189.06  1365
    20       277426080.00     160517289815.1     -39195287487.6       1349023100.6     8781.741    26739.021     -743.958     408.04    7242.33    1172.68   800
    21       286135200.00      79652477467.7     156944871502.0      -8146847081.8   -23468.281    11443.515     -482.771     770.55    8012.88    1142.37  1356
    22       293738400.00    -107482607067.5     121112760362.1      -3313437061.7   -19149.776   -20936.907     1236.828     428.78    8441.67    1125.84  1245
    23       301039200.00    -116990459888.5     -81962029956.4       4911672208.6    19373.401   -25358.558      737.821     176.52    8618.19    1119.10  1329
    24       304711200.00     -17583345682.1    -140591226580.2       4627914139.8    31756.332    -4971.916     -507.831     462.77    9080.96    1101.64   666
    25       309152160.00     112299284337.9    -102606846589.7        333909497.6    22742.558    19997.146    -1150.603     226.98    9307.93    1093.17   926
    26       314690400.00     165591440856.1      40312058660.4      -6491694158.3    -3569.158    26865.362     -870.966     299.55    9607.49    1082.10   735
    27       326052000.00     -54057215208.9     169109125759.1      -5925238424.6   -24145.011    -9691.020     1114.850     232.17    9839.66    1073.59  1083
    28       334787040.00    -150705095531.1     -32202190283.7       4750454717.5     8812.736   -28932.821     1023.554     267.84   10107.50    1063.86   234
    29       338268960.00     -87955273924.6    -118615704093.1       7958824860.4    25883.186   -18323.705      423.500     451.41   10558.91    1047.66   815
    30       348308640.00     169554218226.7     -47233755516.5      -1298090540.7    11278.832    24860.124    -1511.804     450.18   11009.08    1031.75   987
    31       350710560.00     183618716682.3      15472233568.6      -3019784619.8     1041.067    26268.206     -651.363    1028.63   12037.71     996.30   132
    32       353147040.00     175630510213.4      78259335265.1      -3869163277.7    -7545.186    24410.766     -262.997     498.72   12536.43     979.56   833
    33       361035360.00      40727077485.1     197841444217.1      -1746237372.2   -23315.202     4172.916      444.835     586.50   13122.93     960.22   222
    34       362737440.00        479457691.9     200064431786.7      -1059624453.6   -23839.997    -1484.446      421.423     137.52   13260.45     955.74   939
    35       368284320.00    -117073615231.8     141478623094.7       3265214514.7   -16766.873   -19552.354      675.244     676.89   13937.34     934.01  1293
    36       376241760.00    -126527364979.5     -73009608077.7       3485675627.1    18988.875   -26138.961     -530.215     276.43   14213.77     925.27   709
    37       381780000.00      33606700621.7    -139145552587.0      -3312806328.0    32258.222     5288.198    -1089.309     579.97   14793.74     907.21  1238
    38       385668000.00     136362601758.7     -79146657214.1      -5681263113.3    18730.132    23208.502     -235.527     188.88   14982.62     901.40  1379
    39       392234400.00     161487396981.0      89320978600.0      -3295663892.9    -9574.705    23318.719      731.954     201.85   15184.47     895.24   248
    40       399492000.00      30176578274.5     183068949203.2        213615495.3   -23978.317     1089.939      560.908    1165.53   16350.00     860.47  1118
    41       406464480.00    -122335721327.8      94027933526.1        711194476.1   -13413.634   -26664.957        8.239     732.12   17082.11     839.32   475
    42       413307360.00     -75605537318.0    -108699841310.3      -1347684745.8    27848.756   -20451.699     -151.687     465.78   17547.89     826.13   651
    43       418586400.00      83161245466.7    -120796107563.0        951835211.2    26574.893    14274.856      420.878    1492.97   19040.86     785.26   970
    44       423260640.00     158018976806.0     -15078913948.8       2926292001.8     4320.147    27303.013      224.447     243.08   19283.95     778.80   743
    45       428245920.00     118619120450.3     110294096249.0       4462509712.7   -18929.279    19552.212      -19.910     422.51   19706.45     767.69  1100
    46       434950560.00     -55324480643.9     139629557370.1       1932506406.3   -26381.606   -13334.798     -757.309     154.60   19861.05     763.67   555
    47       439158240.00    -130539088384.4      35634601574.0       1930576680.1    -6188.640   -32375.441     -213.295    1599.17   21460.23     723.27  1385
    48       443115360.00     -98660336934.3     -88666924368.5       2848672595.9    21492.739   -25751.483      -78.842     725.78   22186.01     705.64  1173
    49       452584800.00     147606988401.7     -66846831457.4      -1596492632.0    13759.875    23811.691     -550.214    3981.44   26167.45     616.33   366
Total DV: 26167.447   Mass: 616.325
 Stage              Epoch               X(m)               Y(m)               Z(m)      VX(m/s)      VY(m/s)      VZ(m/s)    DV(m/s)   TOTAL_DV   MASS(kg)    ID
     0       142853760.00      50979673831.1    -143280741513.6          2144020.0    27580.303     9873.562       -0.186       0.00       0.00    1500.00    -3
     1       147627360.00     144318270036.4     -52314783194.9        301908514.8     9039.447    26882.050       44.164       0.00       0.00    1500.00  1057
     2       153658080.00      96155296789.2     106300714699.3       1255123702.9   -24027.269    18771.640       24.864     246.81     246.81    1487.47  1125
     3       159317280.00     -73014832145.7     117542032440.9       1151800357.8   -27576.589   -16481.281     -211.274     638.55     885.36    1455.53  1328
     4       168562080.00     -91208587605.3    -123518531617.7      -1310437626.3    22197.032   -18442.654     -174.320     164.72    1050.08    1447.40  1181
     5       178117920.00     137610343677.3     -74220748458.7        724245208.1    12383.280    25565.903      220.208     276.51    1326.60    1433.86   937
     6       181133280.00     151841401109.8      11298288721.1        940447214.7    -3620.717    29332.668       22.458     384.14    1710.73    1415.26  1077
     7       189972000.00     -47075761362.3     139501626735.1       -315365052.7   -29294.902    -9185.161     -180.276     167.89    1878.62    1407.21  1289
     8       199061280.00    -132286609194.6     -75797921131.2        -84592382.3    14596.138   -25047.403       66.584     795.52    2674.14    1369.67  1000
     9       202456800.00     -58109642419.6    -139150649612.9         14862118.8    27436.124   -10725.028       30.541     156.72    2830.86    1362.39   601
    10       207061920.00      75648076068.3    -128429091313.9       1867077325.9    26084.775    15367.548      280.308     644.57    3475.42    1332.87  1376
    11       215745120.00     118195322552.1      95377993025.2        696066166.0   -18256.088    23103.525     -391.382     337.40    3812.82    1317.67  1253
    12       221464800.00     -32855661143.8     151470034322.5      -1586576812.1   -28758.479    -5530.116     -307.718     433.97    4246.79    1298.38   954
    13       230009760.00    -155839197414.0     -31989338266.4       -581718666.9     5739.370   -27914.334      290.612     212.56    4459.35    1289.03  1090
    14       235332000.00     -62175215743.8    -144323155771.4        871325829.0    26750.836   -10812.357      236.596      28.25    4487.60    1287.79  1022
    15       245397600.00     153656256022.7      -8454420141.2        760431550.5     1891.782    29627.693     -227.903     230.34    4717.93    1277.75   752
    16       248680800.00     132089481510.9      82373824723.1      -1024634808.8   -14964.074    24560.721     -518.484     830.88    5548.82    1242.17   151
    17       253398240.00      21525787383.1     154867258095.4      -2084542887.2   -28653.200     3955.158      -73.603     340.15    5888.96    1227.89   958
    18       264016800.00    -144294189089.9     -43799146906.1        331899400.3     9369.262   -28298.332      405.700     209.24    6098.20    1219.19  1337
    19       270781920.00      14694549866.8    -151329551970.8       4306435650.5    30087.011     1721.129      137.276     736.09    6834.29    1189.06  1365
    20       277426080.00     160517289815.1     -39195287487.6       1349023100.6     8781.741    26739.021     -743.958     408.04    7242.33    1172.68   800
    21       286135200.00      79652477467.7     156944871502.0      -8146847081.8   -23468.281    11443.515     -482.771     770.55    8012.88    1142.37  1356
    22       293738400.00    -107482607067.5     121112760362.1      -3313437061.7   -19149.776   -20936.907     1236.828     428.78    8441.67    1125.84  1245
    23       301039200.00    -116990459888.5     -81962029956.4       4911672208.6    19373.401   -25358.558      737.821     176.52    8618.19    1119.10  1329
    24       304711200.00     -17583345682.1    -140591226580.2       4627914139.8    31756.332    -4971.916     -507.831     462.77    9080.96    1101.64   666
    25       309152160.00     112299284337.9    -102606846589.7        333909497.6    22742.558    19997.146    -1150.603     226.98    9307.93    1093.17   926
    26       314690400.00     165591440856.1      40312058660.4      -6491694158.3    -3569.158    26865.362     -870.966     299.55    9607.49    1082.10   735
    27       326052000.00     -54057215208.9     169109125759.1      -5925238424.6   -24145.011    -9691.020     1114.850     232.17    9839.66    1073.59  1083
    28       334787040.00    -150705095531.1     -32202190283.7       4750454717.5     8812.736   -28932.821     1023.554     267.84   10107.50    1063.86   234
    29       338268960.00     -87955273924.6    -118615704093.1       7958824860.4    25883.186   -18323.705      423.500     451.41   10558.91    1047.66   815
    30       348308640.00     169554218226.7     -47233755516.5      -1298090540.7    11278.832    24860.124    -1511.804     450.18   11009.08    1031.75   987
    31       350710560.00     183618716682.3      15472233568.6      -3019784619.8     1041.067    26268.206     -651.363    1028.63   12037.71     996.30   132
    32       353147040.00     175630510213.4      78259335265.1      -3869163277.7    -7545.186    24410.766     -262.997     498.72   12536.43     979.56   833
    33       361035360.00      40727077485.1     197841444217.1      -1746237372.2   -23315.202     4172.916      444.835     586.50   13122.93     960.22   222
    34       362737440.00        479457691.9     200064431786.7      -1059624453.6   -23839.997    -1484.446      421.423     137.52   13260.45     955.74   939
    35       368284320.00    -117073615231.8     141478623094.7       3265214514.7   -16766.873   -19552.354      675.244     676.89   13937.34     934.01  1293
    36       376241760.00    -126527364979.5     -73009608077.7       3485675627.1    18988.875   -26138.961     -530.215     276.43   14213.77     925.27   709
    37       381780000.00      33606700621.7    -139145552587.0      -3312806328.0    32258.222     5288.198    -1089.309     579.97   14793.74     907.21  1238
    38       385668000.00     136362601758.7     -79146657214.1      -5681263113.3    18730.132    23208.502     -235.527     188.88   14982.62     901.40  1379
    39       392234400.00     161487396981.0      89320978600.0      -3295663892.9    -9574.705    23318.719      731.954     201.85   15184.47     895.24   248
    40       399492000.00      30176578274.5     183068949203.2        213615495.3   -23978.317     1089.939      560.908    1165.53   16350.00     860.47  1118
    41       406464480.00    -122335721327.8      94027933526.1        711194476.1   -13413.634   -26664.957        8.239     732.12   17082.11     839.32   475
    42       413307360.00     -75605537318.0    -108699841310.3      -1347684745.8    27848.756   -20451.699     -151.687     465.78   17547.89     826.13   651
    43       418586400.00      83161245466.7    -120796107563.0        951835211.2    26574.893    14274.856      420.878    1492.97   19040.86     785.26   970
    44       423260640.00     158018976806.0     -15078913948.8       2926292001.8     4320.147    27303.013      224.447     243.08   19283.95     778.80   743
    45       428245920.00     118619120450.3     110294096249.0       4462509712.7   -18929.279    19552.212      -19.910     422.51   19706.45     767.69  1100
    46       434950560.00     -55324480643.9     139629557370.1       1932506406.3   -26381.606   -13334.798     -757.309     154.60   19861.05     763.67   555
    47       439158240.00    -130539088384.4      35634601574.0       1930576680.1    -6188.640   -32375.441     -213.295    1599.17   21460.23     723.27  1385
    48       443115360.00     -98660336934.3     -88666924368.5       2848672595.9    21492.739   -25751.483      -78.842     725.78   22186.01     705.64  1173
    49       452584800.00     147606988401.7     -66846831457.4      -1596492632.0    13759.875    23811.691     -550.214    3981.44   26167.45     616.33   366
